tipo_credito,capital_prestado,plazo_meses,edad_cliente,tipo_laboral,salario_cliente,total_otros_prestamos,cuota_pactada,puntaje_datacredito,cant_creditosvigentes,huella_consulta,saldo_mora,saldo_total,saldo_principal,saldo_mora_codeudor,creditos_sectorFinanciero,creditos_sectorCooperativo,creditos_sectorReal,promedio_ingresos_datacredito,tendencia_ingresos,prediction,timestamp
4,6455161,24,35,Empleado,4500000,7500000,282195,761.0,2,7,0.0,89.232,2028.0,0.0,1,0,0,2932333.0,Creciente,0.9311673045158386,2026-07-23 12:53:55.663041
9,586681,4,43,Independiente,3500000,1000000,118010,742.0,16,7,0.0,302663.27,317590.0,0.0,10,0,2,1746821.0,Estable,0.854347825050354,2026-07-23 12:53:55.663041
9,442561,2,47,Independiente,5000000,2000000,174626,757.0,1,8,0.0,74.677,53.0,0.0,0,0,1,,,0.8652244210243225,2026-07-23 12:53:55.663041
4,713881,24,34,Empleado,2000000,500000,31208,773.0,10,5,0.0,31044.314,56138.0,0.0,1,0,8,2353258.0,Creciente,0.923867404460907,2026-07-23 12:53:55.663041
4,2062681,6,43,Empleado,1000000,200000,307888,860.0,4,5,0.0,2913.885,456.0,0.0,1,1,0,1116967.0,Creciente,0.946607768535614,2026-07-23 12:53:55.663041
4,2340098,12,55,Empleado,3500000,2000000,183237,870.0,8,0,0.0,263483.5,150202.0,0.0,4,3,1,,,0.9795642495155334,2026-07-23 12:53:55.663041
9,1333798,10,49,Independiente,3800000,2500000,113126,773.0,2,3,0.0,-24.589,367.0,0.0,0,0,2,908526.0,Estable,0.8261692523956299,2026-07-23 12:53:55.663041
4,1550282,12,60,Independiente,2000000,1000000,122551,853.0,8,8,0.0,36494.64,38990.0,0.0,3,0,3,,,0.8641442060470581,2026-07-23 12:53:55.663041
4,5357580,6,53,Empleado,4000000,320000,794294,881.0,7,3,0.0,26555.92,317952.0,0.0,7,0,0,1605000.0,Estable,0.7796236872673035,2026-07-23 12:53:55.663041
9,1088556,10,39,Empleado,3130000,1165000,95997,687.0,8,6,0.0,-24092.805,40393.0,0.0,2,1,4,2087918.0,Decreciente,0.8322457671165466,2026-07-23 12:53:55.663041
4,924002,6,48,Empleado,3000000,1000000,137457,806.0,4,3,0.0,97568.21,54934.0,0.0,2,2,0,1638864.0,Decreciente,0.9755350947380066,2026-07-23 12:53:55.663041
4,1484281,6,63,Empleado,1800000,500000,220456,837.0,4,0,0.0,16048.824,23532.0,0.0,2,0,1,1692441.0,Creciente,0.9566967487335205,2026-07-23 12:53:55.663041
4,2036281,12,51,Empleado,3500000,1000000,141408,859.0,11,2,0.0,-6994.432,7578.0,0.0,7,1,0,2580717.0,Creciente,0.9819310903549194,2026-07-23 12:53:55.663041
4,1926000,6,59,Independiente,8000000,2400000,286259,841.0,4,3,0.0,4731.925,264.0,0.0,2,0,0,946394.0,Creciente,0.8466978073120117,2026-07-23 12:53:55.663041
4,2501520,6,36,Empleado,6000000,1500000,371797,842.0,6,5,0.0,34757.198,72562.0,0.0,3,0,2,3667472.0,Creciente,0.9683777689933777,2026-07-23 12:53:55.663041
9,3714779,9,26,Independiente,2000000,700000,348591,699.0,2,3,0.0,0.0,0.0,0.0,0,0,0,,,0.413230299949646,2026-07-23 12:53:55.663041
4,538562,6,32,Independiente,908526,127000,80664,793.0,1,3,0.0,0.0,0.0,0.0,0,0,0,794106.0,Decreciente,0.14189600944519043,2026-07-23 12:53:55.663041
4,2206563,12,29,Empleado,5000000,2500000,173357,781.0,3,4,0.0,217.305,165.0,0.0,0,0,1,1016066.0,Creciente,0.9385963082313538,2026-07-23 12:53:55.663041
4,1251231,12,38,Empleado,6170000,65000,102895,821.0,8,5,0.0,-3013.01,6622.0,0.0,5,0,0,1929965.0,Decreciente,0.9623246192932129,2026-07-23 12:53:55.663041
4,1560002,12,54,Independiente,4000000,300000,122408,764.0,5,3,0.0,5463.612,3402.0,0.0,0,0,2,,,0.8352500796318054,2026-07-23 12:53:55.663041
9,1839302,11,36,Empleado,3000000,1800000,155990,906.0,5,3,0.0,76343.204,87953.0,0.0,3,0,0,3331345.0,Creciente,0.9909909963607788,2026-07-23 12:53:55.663041
9,2376186,11,36,Empleado,4035000,2500000,185190,822.0,6,6,0.0,306721.12,291560.0,0.0,5,0,0,4330052.0,Decreciente,0.9008686542510986,2026-07-23 12:53:55.663041
9,1604402,2,42,Independiente,4000000,2000000,633067,782.0,4,5,0.0,18682.449,10609.0,0.0,1,0,2,,,0.9175347089767456,2026-07-23 12:53:55.663041
4,6078723,12,28,Empleado,2800000,1000000,422134,783.0,7,4,0.0,12039.57,11610.0,0.0,6,0,0,2033378.0,Decreciente,0.8192947506904602,2026-07-23 12:53:55.663041
4,2400001,20,31,Empleado,2500000,600000,121740,743.0,7,7,0.0,57163.448,38468.0,0.0,3,1,1,2550751.0,Creciente,0.8688311576843262,2026-07-23 12:53:55.663041
4,1539362,12,29,Empleado,1800000,700000,120939,747.0,2,4,0.0,3650.1,2300.0,0.0,1,0,0,266667.0,Creciente,0.8153534531593323,2026-07-23 12:53:55.663041
4,4587300,10,28,Empleado,6000000,1950000,425128,735.0,10,6,0.0,-32136.384,143466.0,0.0,5,0,3,5599949.0,Decreciente,0.4780580997467041,2026-07-23 12:53:55.663041
4,782402,8,30,Empleado,3000000,2407000,88611,819.0,6,4,0.0,269953.524,159547.0,0.0,4,1,0,3891667.0,Creciente,0.9933010339736938,2026-07-23 12:53:55.663041
4,2721601,12,29,Empleado,1980000,200000,217069,722.0,6,3,0.0,1893.36,2058.0,0.0,0,0,3,1632372.0,Creciente,0.9333998560905457,2026-07-23 12:53:55.663041
4,2100323,8,42,Empleado,2170000,609000,243585,706.0,5,8,0.0,3339.232,7403.0,0.0,0,0,5,,,0.5878019332885742,2026-07-23 12:53:55.663041
4,1200001,6,61,Empleado,2500000,1000000,178395,836.0,4,4,0.0,19347.232,17848.0,0.0,1,2,0,2055472.0,Creciente,0.9627369046211243,2026-07-23 12:53:55.663041
4,1234202,8,24,Empleado,2200000,800000,140106,743.0,5,3,0.0,54819.714,22934.0,0.0,0,2,1,2051363.0,Creciente,0.8786775469779968,2026-07-23 12:53:55.663041
9,635717,4,40,Independiente,12000000,8000000,127781,792.0,9,3,0.0,1668.885,44726.0,0.0,1,4,0,,,0.9874290823936462,2026-07-23 12:53:55.663041
4,1514040,12,48,Empleado,2500000,600000,105142,862.0,5,2,0.0,24319.062,19029.0,0.0,3,0,2,1509012.0,Decreciente,0.9794384241104126,2026-07-23 12:53:55.663041
4,2183506,12,41,Independiente,8000000,3000000,170762,753.0,1,0,0.0,1414.898,1186.0,0.0,0,0,1,,,0.8115450143814087,2026-07-23 12:53:55.663041
4,2808002,6,34,Independiente,20000000,10000000,415638,731.0,7,7,0.0,82813.01,12219.0,0.0,1,2,3,,,0.6559081673622131,2026-07-23 12:53:55.663041
4,624002,6,36,Independiente,3697000,1933000,95044,807.0,6,3,0.0,121148.499,70723.0,0.0,1,2,2,984754.0,Creciente,0.9656304121017456,2026-07-23 12:53:55.663041
9,3583785,9,24,Empleado,4444000,1500000,333095,555.0,8,8,0.0,-46252.388,103012.0,0.0,4,0,2,4088594.0,Creciente,0.388078898191452,2026-07-23 12:53:55.663041
9,1006680,10,57,Empleado,1500000,500000,85382,794.0,1,1,0.0,34.738,3158.0,0.0,1,0,0,615779.0,Decreciente,0.7629126310348511,2026-07-23 12:53:55.663041
9,1538257,10,22,Empleado,4000000,1500000,130468,672.0,10,8,0.0,14851.848,24508.0,0.0,1,1,7,2344073.0,Creciente,0.7010791897773743,2026-07-23 12:53:55.663041
4,2163481,12,32,Independiente,3500000,1500000,150242,750.0,3,6,0.0,814.726,638.0,0.0,1,0,0,30285.0,Estable,0.7041518688201904,2026-07-23 12:53:55.663041
4,3720002,6,47,Independiente,2040000,669000,561864,807.0,2,7,0.0,2753.758,1646.0,0.0,1,0,1,816666.0,Creciente,0.6996761560440063,2026-07-23 12:53:55.663041
4,1161660,6,59,Independiente,1200000,600000,172538,842.0,3,2,0.0,2928.42,33660.0,0.0,3,0,0,939017.0,Creciente,0.9712064266204834,2026-07-23 12:53:55.663041
4,3859009,6,42,Empleado,4000000,1500000,572174,853.0,1,2,0.0,18.765,27.0,0.0,1,0,0,4462250.0,Estable,0.7444624900817871,2026-07-23 12:53:55.663041
4,2178001,6,61,Independiente,2000000,700000,322932,840.0,2,2,0.0,2263.26,1689.0,0.0,0,0,1,,,0.7805817723274231,2026-07-23 12:53:55.663041
9,1255711,10,55,Empleado,3500000,1000000,106895,884.0,9,3,0.0,97466.403,55983.0,0.0,4,1,2,,,0.9698901176452637,2026-07-23 12:53:55.663041
4,3297060,12,48,Empleado,1500000,300000,258214,823.0,3,3,0.0,1237.923,15283.0,0.0,1,0,0,1560031.0,Creciente,0.6586402058601379,2026-07-23 12:53:55.663041
9,1604402,5,48,Independiente,5000000,2000000,260585,845.0,12,7,0.0,351140.51,227570.0,0.0,9,0,1,908526.0,Creciente,0.670488178730011,2026-07-23 12:53:55.663041
4,1473324,6,28,Empleado,1412000,1433000,218429,710.0,4,4,0.0,-1510.976,11893.0,0.0,1,0,2,1394601.0,Creciente,0.8085067272186279,2026-07-23 12:53:55.663041
4,600000,6,45,Empleado,2800000,1200000,89116,787.0,3,3,0.0,2182.86,5430.0,0.0,0,0,3,2425606.0,Creciente,0.8645515441894531,2026-07-23 12:53:55.663041
4,753026,6,44,Empleado,2840000,446000,113735,849.0,4,4,0.0,9961.3,6100.0,0.0,0,3,1,969509.0,Creciente,0.9870229959487915,2026-07-23 12:53:55.663041
9,3120010,10,42,Empleado,7000000,4000000,265319,862.0,10,6,0.0,64309.882,112583.0,0.0,6,1,0,4136363.0,Creciente,0.8416538238525391,2026-07-23 12:53:55.663041
4,843179,6,50,Empleado,4690000,2034000,126278,905.0,6,0,0.0,4098.524,10988.0,0.0,2,0,4,4917279.0,Creciente,0.9666959047317505,2026-07-23 12:53:55.663041
10,808680,6,32,Empleado,1700000,500000,120106,765.0,5,2,0.0,-8586.774,20741.0,0.0,0,1,2,726821.0,Creciente,0.9211320877075195,2026-07-23 12:53:55.663041
4,1247460,6,40,Independiente,1039550,0,184961,832.0,10,3,0.0,-10499.864,117976.0,0.0,6,0,2,4065191.0,Creciente,0.9696044921875,2026-07-23 12:53:55.663041
9,7748217,10,43,Independiente,8000000,3000000,658893,816.0,10,1,0.0,324137.333,228749.0,0.0,5,0,2,1150000.0,Estable,0.9457945227622986,2026-07-23 12:53:55.663041
4,1782960,12,38,Empleado,1900000,800000,123817,799.0,5,4,0.0,139.755,605.0,0.0,1,0,3,761736.0,Creciente,0.9448312520980835,2026-07-23 12:53:55.663041
4,1920000,6,26,Empleado,3000000,1000000,287546,694.0,5,2,0.0,7683.83,20545.0,0.0,1,3,1,,,0.7895007133483887,2026-07-23 12:53:55.663041
4,925802,12,40,Empleado,2080000,312000,76133,832.0,3,1,0.0,7609.28,4816.0,0.0,2,1,0,1567421.0,Creciente,0.9927813410758972,2026-07-23 12:53:55.663041
4,3111064,24,41,Empleado,2600000,100000,138629,779.0,7,5,0.0,-16593.03,23130.0,0.0,3,2,2,1198083.0,Creciente,0.7217987179756165,2026-07-23 12:53:55.663041
9,2513178,4,20,Empleado,1500000,95000,507859,684.0,3,7,0.0,41775.928,46834.0,0.0,1,0,2,969508.0,Creciente,0.5703346133232117,2026-07-23 12:53:55.663041
4,3600000,36,41,Empleado,4036000,772000,137441,845.0,4,1,0.0,-11605.034,32326.0,0.0,2,1,0,1830333.0,Creciente,0.9691066145896912,2026-07-23 12:53:55.663041
4,7422721,12,41,Independiente,10000000,5000000,583831,813.0,8,5,0.0,27370.521,26913.0,0.0,4,0,2,,,0.788421094417572,2026-07-23 12:53:55.663041
9,1498993,4,58,Independiente,5000000,2000000,301302,834.0,9,6,0.0,36075.78,51390.0,0.0,4,0,1,939017.0,Creciente,0.977910041809082,2026-07-23 12:53:55.663041
4,2893800,6,43,Empleado,2450000,700000,428628,790.0,4,2,0.0,8012.979,16659.0,0.0,2,0,0,2340387.0,Creciente,0.9137643575668335,2026-07-23 12:53:55.663041
4,978000,6,30,Empleado,2000000,1000000,145008,821.0,7,7,0.0,2209.823,18263.0,0.0,5,0,0,1803291.0,Decreciente,0.9409170746803284,2026-07-23 12:53:55.663041
4,2544002,12,51,Independiente,2000000,800000,198954,820.0,0,3,0.0,0.0,,,0,0,0,,,0.7381085157394409,2026-07-23 12:53:55.663041
4,2659140,12,53,Empleado,2000000,200000,208654,880.0,7,2,0.0,7318.64,26138.0,0.0,4,2,0,1293906.0,Estable,0.9801669716835022,2026-07-23 12:53:55.663041
4,1399200,12,64,Empleado,3000000,600000,110109,772.0,2,0,0.0,76.63,0.0,0.0,0,0,1,,,0.9544932842254639,2026-07-23 12:53:55.663041
9,1131321,11,122,Empleado,426802834,170122005,97154,0.0,0,0,,0.0,,,0,0,0,,,0.3599088788032532,2026-07-23 12:53:55.663041
9,3190813,9,30,Independiente,7000000,3000000,297567,815.0,7,2,0.0,-19483.356,2832.0,0.0,5,0,1,,,0.7175159454345703,2026-07-23 12:53:55.663041
4,3057601,12,46,Empleado,3000000,1500000,238724,798.0,10,24,0.0,32042.669,32797.0,0.0,3,0,4,2964008.0,Creciente,0.9703370928764343,2026-07-23 12:53:55.663041
9,2498432,11,67,Empleado,3600000,1800000,194718,810.0,6,2,0.0,378.972,484.0,0.0,3,0,3,1434472.0,Creciente,0.990449845790863,2026-07-23 12:53:55.663041
10,1068000,12,46,Independiente,3200000,800000,83797,764.0,8,4,0.0,-53.578,3827.0,0.0,2,1,5,,,0.9104703068733215,2026-07-23 12:53:55.663041
9,5001029,10,122,Empleado,72737163,21607659,425947,0.0,0,0,,0.0,,,0,0,0,,,0.6899949312210083,2026-07-23 12:53:55.663041
4,2293201,12,57,Empleado,2000000,1000000,179706,805.0,0,4,0.0,0.0,,,0,0,0,,,0.8189624547958374,2026-07-23 12:53:55.663041
4,9600001,36,62,Empleado,3000000,150000,329607,866.0,2,5,0.0,25022.848,20578.0,0.0,2,0,0,988565.0,Creciente,0.6165596842765808,2026-07-23 12:53:55.663041
4,1870440,6,66,Empleado,7000000,2000000,278064,750.0,14,5,0.0,-77188.562,165286.0,0.0,8,0,3,,,0.7243373990058899,2026-07-23 12:53:55.663041
9,548232,2,53,Independiente,5000000,2000000,216195,740.0,10,4,0.0,979.54,11390.0,0.0,6,0,2,931394.0,Creciente,0.9590872526168823,2026-07-23 12:53:55.663041
4,3085202,12,30,Empleado,1810000,462000,246069,771.0,4,11,0.0,53634.528,32388.0,0.0,0,0,3,923771.0,Creciente,0.8257707357406616,2026-07-23 12:53:55.663041
9,2457859,11,29,Empleado,2800000,1500000,191228,749.0,4,5,0.0,16894.56,29280.0,0.0,2,0,1,3724490.0,Creciente,0.9018170833587646,2026-07-23 12:53:55.663041
9,2886366,11,41,Independiente,5000000,3000000,224823,792.0,6,2,0.0,18867.42,14660.0,0.0,3,0,2,916841.0,Creciente,0.9343591332435608,2026-07-23 12:53:55.663041
9,821209,9,67,Empleado,4000000,2000000,76767,885.0,8,6,0.0,91059.727,80483.0,0.0,5,2,0,2119704.0,Creciente,0.9164093732833862,2026-07-23 12:53:55.663041
4,1368001,24,23,Empleado,1055324,166000,63389,715.0,2,2,0.0,3447.936,5248.0,0.0,0,0,1,1064314.0,Creciente,0.12064645439386368,2026-07-23 12:53:55.663041
4,2971201,6,36,Empleado,3000000,1200000,443499,893.0,2,5,0.0,4255.745,3653.0,0.0,1,0,0,918755.0,Creciente,0.9227215051651001,2026-07-23 12:53:55.663041
4,1021322,6,27,Empleado,908526,0,151417,842.0,3,4,0.0,27842.22,30.0,0.0,1,1,0,931394.0,Creciente,0.9673033952713013,2026-07-23 12:53:55.663041
4,4560002,6,46,Independiente,14000000,7000000,677900,811.0,7,6,0.0,62263.5,40170.0,0.0,3,0,3,1050000.0,Creciente,0.848839521408081,2026-07-23 12:53:55.663041
4,8400000,18,63,Empleado,3000000,1000000,462820,898.0,5,1,0.0,-600.372,2754.0,0.0,2,2,0,908526.0,Estable,0.924725353717804,2026-07-23 12:53:55.663041
4,1380002,6,55,Empleado,7000000,0,204682,786.0,5,16,0.0,173967.5,99410.0,0.0,2,0,2,,,0.8077746629714966,2026-07-23 12:53:55.663041
4,800090,6,38,Empleado,800000,100000,119825,798.0,3,3,0.0,185.368,1972.0,0.0,0,0,3,946640.0,Creciente,0.9909071922302246,2026-07-23 12:53:55.663041
9,2159980,10,27,Independiente,2800000,1000000,183199,692.0,3,3,0.0,4278.054,3669.0,0.0,2,0,1,,,0.7604320049285889,2026-07-23 12:53:55.663041
4,618002,12,31,Empleado,1919000,100000,48519,759.0,4,11,0.0,5162.586,3146.0,0.0,0,1,2,1973123.0,Creciente,0.7311821579933167,2026-07-23 12:53:55.663041
4,1093104,6,48,Empleado,2200000,150000,162614,756.0,3,4,0.0,84.96,9440.0,0.0,1,0,2,883861.0,Creciente,0.7932276725769043,2026-07-23 12:53:55.663041
9,878880,5,35,Independiente,5000000,2000000,142457,779.0,5,0,0.0,5081.429,16339.0,,1,0,3,,,0.7668692469596863,2026-07-23 12:53:55.663041
9,1042687,10,35,Empleado,4630000,1271000,90396,793.0,5,10,0.0,6756.228,3541.0,0.0,4,0,1,,,0.44413673877716064,2026-07-23 12:53:55.663041
4,1435200,6,58,Empleado,1500000,932000,216024,813.0,12,5,0.0,5613.977,14141.0,0.0,7,0,0,1445454.0,Creciente,0.9268273711204529,2026-07-23 12:53:55.663041
4,4080001,6,51,Independiente,4500000,2000000,605964,761.0,7,4,0.0,60139.794,94263.0,0.0,3,0,0,908526.0,Estable,0.7823292016983032,2026-07-23 12:53:55.663041
4,4870981,6,44,Independiente,11000000,3000000,722464,827.0,7,5,0.0,168618.24,330624.0,0.0,5,0,1,5231818.0,Creciente,0.9619664549827576,2026-07-23 12:53:55.663041
4,1080002,6,62,Empleado,4760000,1500000,161759,744.0,32,4,0.0,87443.29,48851.0,0.0,28,0,4,946640.0,Creciente,0.8454700708389282,2026-07-23 12:53:55.663041
9,3550479,10,57,Empleado,4620000,1328000,313109,820.0,9,2,0.0,19967.847,11589.0,0.0,4,0,3,1000000.0,Creciente,0.9474166631698608,2026-07-23 12:53:55.663041
4,1632001,8,28,Empleado,1000000,100000,185479,769.0,1,2,0.0,0.0,0.0,0.0,0,0,0,1118800.0,Decreciente,0.8355594873428345,2026-07-23 12:53:55.663041
4,2232000,12,69,Independiente,6500000,2000000,175356,838.0,8,7,0.0,-3306.78,165339.0,0.0,5,0,2,626011.0,Creciente,0.9184896349906921,2026-07-23 12:53:55.663041
4,564001,6,50,Empleado,1100000,500000,78333,793.0,2,6,0.0,1960.263,1557.0,0.0,0,2,0,1041885.0,Creciente,0.8083429336547852,2026-07-23 12:53:55.663041
4,632880,6,37,Empleado,2400000,1000000,93936,793.0,7,4,0.0,-4081.3,37706.0,0.0,3,0,1,,,0.8953785300254822,2026-07-23 12:53:55.663041
4,1230002,12,25,Empleado,1900000,600000,97510,764.0,1,6,0.0,2479.956,1387.0,0.0,1,0,0,1000000.0,Estable,0.6420179605484009,2026-07-23 12:53:55.663041
4,5058661,18,28,Empleado,2900000,600000,278720,723.0,6,4,0.0,3881.345,3679.0,0.0,5,0,1,908526.0,Estable,0.8338174819946289,2026-07-23 12:53:55.663041
4,592465,6,37,Empleado,5807753,1999000,87836,796.0,11,4,0.0,69291.235,62707.0,0.0,5,0,2,2629156.0,Creciente,0.7819212079048157,2026-07-23 12:53:55.663041
4,2350920,6,62,Empleado,9000000,4000000,348538,861.0,6,2,0.0,-13675.348,92401.0,0.0,4,0,1,14819806.0,Creciente,0.9354578852653503,2026-07-23 12:53:55.663041
4,3935760,12,60,Independiente,5500000,2000000,273317,922.0,4,0,0.0,-17288.736,118416.0,0.0,2,1,0,,,0.32386115193367004,2026-07-23 12:53:55.663041
4,1072561,6,27,Empleado,2500000,400000,148967,737.0,4,2,0.0,25638.858,18081.0,0.0,3,0,0,1466666.0,Creciente,0.8978882431983948,2026-07-23 12:53:55.663041
4,1962587,18,57,Empleado,5000000,300000,108899,794.0,14,7,0.0,-6942.839,24533.0,0.0,9,0,1,4224637.0,Creciente,0.769484281539917,2026-07-23 12:53:55.663041
9,670200,9,55,Independiente,5000000,2000000,62801,787.0,11,2,0.0,6236.279,127271.0,0.0,7,0,2,848061.0,Creciente,0.7677007913589478,2026-07-23 12:53:55.663041
4,507120,6,42,Empleado,2325000,390000,76855,685.0,8,4,0.0,6929.988,17196.0,0.0,2,0,5,1445901.0,Decreciente,0.9133028388023376,2026-07-23 12:53:55.663041
4,3083880,6,66,Empleado,4335315,1023000,464683,832.0,5,5,0.0,17147.097,37521.0,0.0,3,0,1,4251431.0,Creciente,0.8562584519386292,2026-07-23 12:53:55.663041
4,2241121,24,40,Empleado,1879000,0,107706,889.0,1,2,0.0,0.0,0.0,0.0,1,0,0,1113000.0,Estable,0.7114058136940002,2026-07-23 12:53:55.663041
4,2195882,12,49,Empleado,1400000,500000,152492,853.0,1,5,0.0,9323.323,4889.0,0.0,1,0,0,1273094.0,Decreciente,0.8451820015907288,2026-07-23 12:53:55.663041
4,2046001,10,53,Empleado,2000000,1600000,188793,771.0,4,7,0.0,2818.004,2848.0,0.0,1,0,2,2070000.0,Estable,0.9514814615249634,2026-07-23 12:53:55.663041
4,1538111,6,47,Empleado,1800000,50000,231227,744.0,5,3,0.0,4585.971,2330.0,0.0,1,2,1,477132.0,Creciente,0.9597779512405396,2026-07-23 12:53:55.663041
9,2537208,11,52,Empleado,2000000,1200000,200459,781.0,5,4,0.0,8346.462,28682.0,0.0,1,0,3,954263.0,Creciente,0.9594875574111938,2026-07-23 12:53:55.663041
4,1552681,12,23,Independiente,2200000,500000,107825,762.0,4,3,0.0,0.0,0.0,0.0,2,0,1,908526.0,Estable,0.7350900769233704,2026-07-23 12:53:55.663041
4,3810309,12,55,Empleado,3000000,1000000,297986,788.0,9,3,0.0,18937.818,51322.0,0.0,2,1,4,992011.0,Decreciente,0.8811644315719604,2026-07-23 12:53:55.663041
4,1679880,6,39,Empleado,1800000,350000,233317,786.0,1,2,0.0,0.0,0.0,0.0,0,0,0,908526.0,Creciente,0.8750330805778503,2026-07-23 12:53:55.663041
4,492000,6,26,Empleado,1200000,350000,73684,727.0,4,9,0.0,74.536,847.0,0.0,0,0,2,1291295.0,Decreciente,0.47965753078460693,2026-07-23 12:53:55.663041
9,667801,6,56,Empleado,2500000,1500000,91402,892.0,5,4,0.0,13805.805,12795.0,0.0,3,1,0,954263.0,Decreciente,0.7630482316017151,2026-07-23 12:53:55.663041
4,2367360,8,26,Empleado,3000000,300000,269887,751.0,3,1,0.0,-2661.28,16633.0,0.0,0,0,1,,,0.6563482284545898,2026-07-23 12:53:55.663041
4,941521,12,36,Empleado,2400000,800000,73601,743.0,6,5,0.0,24368.146,20595.0,0.0,2,1,2,1840337.0,Creciente,0.9835889339447021,2026-07-23 12:53:55.663041
4,1325001,12,47,Independiente,4000000,2000000,103622,769.0,10,11,0.0,201887.56,107387.0,0.0,6,0,1,3729079.0,Decreciente,0.8450251817703247,2026-07-23 12:53:55.663041
4,2435160,6,52,Independiente,10000000,1700000,361183,860.0,7,3,0.0,-19085.56,66040.0,0.0,6,0,1,7955333.0,Creciente,0.9389000535011292,2026-07-23 12:53:55.663041
9,878881,5,60,Independiente,4000000,2000000,142747,815.0,6,3,0.0,21108.018,16673.0,0.0,3,0,2,908526.0,Creciente,0.7159697413444519,2026-07-23 12:53:55.663041
4,2767921,12,35,Independiente,5000000,1000000,218806,762.0,7,12,0.0,-1740.52,4105.0,0.0,4,0,1,1863270.0,Creciente,0.6700347065925598,2026-07-23 12:53:59.927287
4,2400001,6,40,Independiente,3630000,756000,369213,822.0,4,3,0.0,7566.39,14495.0,0.0,1,1,1,1000000.0,Estable,0.9662944674491882,2026-07-23 12:53:59.927287
4,2569200,24,38,Empleado,3000000,1500000,111884,772.0,9,5,0.0,-6254.265,22836.0,0.0,5,0,1,3333288.0,Creciente,0.9728884696960449,2026-07-23 12:53:59.927287
4,2714160,12,63,Independiente,5000000,2500000,213219,857.0,4,1,0.0,-6343.787,761.0,0.0,2,0,0,,,0.9487605690956116,2026-07-23 12:53:59.927287
9,2543584,9,40,Independiente,5000000,2000000,238345,825.0,9,4,0.0,115730.945,60815.0,0.0,3,0,1,871788.0,Creciente,0.8883004188537598,2026-07-23 12:53:59.927287
4,1078141,6,30,Empleado,1600000,350000,160133,716.0,5,3,0.0,10845.428,12973.0,0.0,1,0,1,1159921.0,Decreciente,0.8479645252227783,2026-07-23 12:53:59.927287
9,1427995,3,69,Independiente,5500000,5000000,378886,889.0,4,2,0.0,1147.465,1705.0,0.0,2,0,0,2781850.0,Creciente,0.6950486898422241,2026-07-23 12:53:59.927287
4,4408560,6,31,Empleado,20000000,8000000,653896,821.0,5,5,0.0,247.23,2010.0,0.0,3,0,1,916148.0,Creciente,0.742067277431488,2026-07-23 12:53:59.927287
4,1971484,6,38,Empleado,3200000,1000000,273817,781.0,6,6,0.0,41685.464,2811.0,0.0,4,0,1,1165000.0,Decreciente,0.9630426168441772,2026-07-23 12:53:59.927287
9,1387764,9,43,Empleado,6000000,4000000,129419,841.0,8,0,0.0,192792.435,120873.0,,3,0,1,,,0.9836670160293579,2026-07-23 12:53:59.927287
4,3342720,6,55,Empleado,6000000,3500000,464267,865.0,3,3,0.0,-395.616,131872.0,0.0,2,0,0,2158333.0,209090,0.7526860237121582,2026-07-23 12:53:59.927287
9,5964456,10,38,Independiente,9000000,6830000,505877,784.0,4,2,0.0,70949.991,72177.0,0.0,2,0,1,,,0.7417745590209961,2026-07-23 12:53:59.927287
4,1134002,8,50,Empleado,7100000,0,129290,809.0,9,8,0.0,143439.044,82817.0,0.0,4,0,0,6896687.0,Creciente,0.8381646275520325,2026-07-23 12:53:59.927287
4,504001,6,49,Independiente,1800000,350000,75481,756.0,4,3,0.0,17276.28,6392.0,0.0,1,1,1,941789.0,Creciente,0.9705327749252319,2026-07-23 12:53:59.927287
4,1084800,6,42,Empleado,3700000,397000,163035,838.0,7,3,0.0,454.034,11074.0,0.0,6,0,0,977131.0,Creciente,0.9895743727684021,2026-07-23 12:53:59.927287
4,1883639,12,29,Empleado,1800000,500000,147803,734.0,6,1,0.0,13690.362,19877.0,0.0,1,2,0,1239200.0,Creciente,0.9875397682189941,2026-07-23 12:53:59.927287
4,9000002,12,37,Independiente,5000000,2000000,707079,831.0,7,2,0.0,48900.396,26206.0,0.0,6,0,0,767199.0,Decreciente,0.9774796366691589,2026-07-23 12:53:59.927287
4,884629,6,30,Independiente,3200000,800000,131838,765.0,2,2,0.0,0.0,0.0,0.0,0,0,0,856787.0,Creciente,0.42822256684303284,2026-07-23 12:53:59.927287
4,1580880,6,32,Independiente,1000000,201000,236780,768.0,2,2,0.0,-37.44,468.0,0.0,1,0,1,1000000.0,Estable,0.75474613904953,2026-07-23 12:53:59.927287
4,1733881,10,37,Empleado,2880000,500000,160276,857.0,3,3,0.0,353.97,414.0,0.0,1,0,1,1120000.0,Estable,0.9481406211853027,2026-07-23 12:53:59.927287
4,5577120,24,31,Independiente,8000000,0,193650,747.0,10,15,0.0,56141.75,114575.0,0.0,7,0,3,1950402.0,Creciente,0.29502564668655396,2026-07-23 12:53:59.927287
4,2130001,12,30,Empleado,2900000,350000,167827,769.0,4,2,0.0,75371.499,60249.0,0.0,2,2,0,3580311.0,Decreciente,0.9835519194602966,2026-07-23 12:53:59.927287
9,2670470,10,35,Empleado,4000000,1500000,227926,840.0,4,2,0.0,-373.875,997.0,0.0,3,0,0,9303013.0,Creciente,0.9955835938453674,2026-07-23 12:53:59.927287
