tipo_credito,fecha_prestamo,capital_prestado,plazo_meses,edad_cliente,tipo_laboral,salario_cliente,total_otros_prestamos,cuota_pactada,puntaje,puntaje_datacredito,cant_creditosvigentes,huella_consulta,saldo_mora,saldo_total,saldo_principal,saldo_mora_codeudor,creditos_sectorFinanciero,creditos_sectorCooperativo,creditos_sectorReal,promedio_ingresos_datacredito,tendencia_ingresos,Pago_atiempo
4,10/01/2025 12:22,1032240,18,61,Independiente,2865000,1175000,56924,95.227787,756.0,10,2,0.0,3226.588,9748.0,0.0,2,0,3,,,1
4,8/02/2026 11:12,5613600,6,59,Empleado,2934000,1516000,864964,95.227787,850.0,9,1,0.0,-17815.082,53822.0,0.0,4,0,3,1589090,Creciente,1
4,6/12/2024 15:24,11040001,6,52,Independiente,15000000,5000000,1635622,95.227787,833.0,9,6,0.0,197557.435,238186.0,0.0,6,0,0,2200000,Estable,1
4,17/03/2025 11:54,8448002,6,50,Independiente,35000000,15000000,1255614,95.227787,833.0,13,6,0.0,80603.991,50409.0,0.0,11,0,1,891487,Creciente,1
4,17/12/2024 12:05,1477081,6,50,Independiente,3500000,1400000,219237,95.227787,860.0,7,3,0.0,51612.59,47351.0,0.0,4,0,1,864782,Decreciente,1
4,21/07/2025 16:16,3744000,6,51,Independiente,4500000,976000,560716,95.227787,855.0,5,7,0.0,-11157.837,24099.0,0.0,4,0,1,,,1
4,1/07/2025 16:16,2227202,6,50,Independiente,8000000,3000000,332463,89.979287,790.0,1,5,0.0,1968.226,1241.0,0.0,1,0,0,1453024,Decreciente,1
4,28/04/2025 16:27,1200001,6,60,Empleado,10000000,820000,178838,95.227787,830.0,5,5,0.0,87251.05,64253.0,0.0,3,0,0,833333,Creciente,1
4,31/01/2025 16:00,4080000,6,37,Empleado,20000000,14000000,605991,95.227787,834.0,10,7,0.0,-18660.629,88439.0,0.0,8,0,1,,,1
4,8/08/2025 12:47,3096001,6,57,Independiente,1000000,969000,466005,95.227787,718.0,7,8,0.0,115617.411,12173.0,0.0,4,0,1,969508,Creciente,1
4,20/12/2024 15:54,2894846,6,55,Independiente,6000000,2500000,428928,95.227787,844.0,6,11,0.0,65306.745,26901.0,0.0,4,0,1,939249,Estable,1
4,30/08/2025 13:52,3510901,6,54,Independiente,4860000,970000,527653,95.227787,788.0,11,2,0.0,38370.969,26481.0,0.0,6,0,1,30285,Creciente,1
4,13/01/2025 14:58,1167482,12,53,Empleado,1900000,300000,81075,91.99794,826.0,5,4,0.0,7108.164,4221.0,0.0,1,0,1,916841,Creciente,1
4,18/02/2025 18:06,2516280,12,26,Empleado,2500000,560000,197690,95.227787,864.0,4,4,0.0,-1610.759,27301.0,0.0,2,0,1,3119848,Creciente,1
4,17/01/2025 13:45,3600000,6,44,Empleado,2500000,500000,533355,95.227787,801.0,4,2,0.0,-264.198,12009.0,0.0,4,0,0,1459364,Creciente,1
4,25/12/2024 16:22,2645762,10,42,Empleado,1500000,300000,244170,95.227787,839.0,0,0,0.0,0,,,0,0,0,1172243,Creciente,1
4,28/12/2024 15:42,960001,6,58,Independiente,5000000,1600000,142228,95.227787,814.0,1,2,0.0,56.355,39.0,0.0,0,0,0,832815,Creciente,1
4,28/02/2025 16:52,4464002,12,63,Independiente,8000000,3200000,350682,37.209403,781.0,4,5,0.0,11320.92,7257.0,0.0,4,0,0,923771,Creciente,0
4,6/12/2024 10:01,2880000,6,59,Independiente,5000000,2500000,427466,62.667613,879.0,11,3,0.0,-33072.149,80861.0,0.0,9,0,0,1250000,Estable,0
4,31/12/2024 12:06,1587359,6,59,Empleado,2800000,700000,220467,95.227787,855.0,3,1,0.0,2705.652,13263.0,0.0,3,0,0,1984500,Estable,1
4,11/01/2025 14:49,1836840,12,60,Independiente,3000000,450000,127558,91.99794,807.0,3,2,0.0,-85.705,305.0,0.0,2,0,1,,,1
4,21/01/2025 15:52,3803461,36,59,Empleado,11800000,1500000,122577,95.227787,842.0,7,14,0.0,212144.16,313439.0,0.0,6,0,1,840386,Creciente,1
4,22/01/2025 12:45,2775481,12,58,Independiente,12000000,7000000,192742,95.227787,917.0,9,0,0.0,128738.65,38700.0,0.0,6,0,1,1079090,Creciente,1
4,4/02/2025 15:17,2324160,12,57,Empleado,2000000,500000,182596,95.227787,857.0,2,3,0.0,-94.484,1027.0,0.0,2,0,0,908526,Estable,1
4,25/05/2025 12:07,1962587,18,57,Empleado,5000000,300000,108899,95.227787,794.0,14,7,0.0,-6942.839,24533.0,0.0,9,0,1,4224637,Creciente,1
4,10/04/2025 16:51,9547564,12,58,Independiente,12000000,4000000,751421,95.227787,903.0,7,4,0.0,298785.869,168901.0,0.0,7,0,0,933473,Decreciente,1
4,14/12/2024 14:32,3499999,12,56,Empleado,5000000,4000000,273718,95.227787,824.0,4,4,0.0,-6599.496,19878.0,0.0,2,0,0,,,1
4,26/11/2024 14:32,903960,12,55,Empleado,1500000,500000,70664,95.227787,879.0,3,0,0.0,0,0.0,0.0,1,0,1,903405,Creciente,1
4,19/05/2025 12:18,1311602,6,55,Independiente,3800000,2000000,196448,95.227787,845.0,4,3,0.0,170984.625,92175.0,0.0,2,0,1,,,1
4,2/02/2025 10:47,2239391,10,55,Independiente,5000000,1500000,207210,95.227787,805.0,5,3,0.0,-940.056,7176.0,0.0,2,0,1,923771,Creciente,1
9,9/04/2025 15:16,878881,5,55,Independiente,4000000,2000000,142581,84.730786,818.0,9,2,0.0,54026.592,44724.0,0.0,3,0,3,732877,Creciente,1
4,10/04/2025 17:17,3038882,6,55,Empleado,4000000,500000,451336,95.227787,703.0,9,13,0.0,24870.472,15202.0,0.0,4,0,2,931394,Creciente,1
4,23/01/2025 13:34,3342720,6,55,Empleado,6000000,3500000,464267,95.227787,865.0,3,3,0.0,-395.616,131872.0,0.0,2,0,0,2158333,209090,1
4,9/12/2024 10:53,1031762,6,54,Empleado,1800000,600000,153140,95.227787,813.0,5,2,0.0,56497.56,20349.0,0.0,0,1,1,1934611,Creciente,1
9,12/01/2025 15:41,1269002,5,54,Independiente,5000000,2000000,205691,95.227787,800,11,0,0,318310.685,107479,0,4,0,4,,,1
4,15/01/2025 16:02,1502400,12,54,Independiente,5200000,2800000,117741,95.227787,851.0,8,4,0.0,-24385.068,109581.0,0.0,6,0,1,,,1
4,14/01/2025 09:03,2302681,12,53,Independiente,4500000,1100000,159908,95.227787,868.0,7,2,0.0,27582.687,30957.0,0.0,6,0,0,1200000,Estable,1
4,21/04/2025 10:56,8352000,6,53,Independiente,28000000,15000000,1241628,95.227787,775.0,6,11,0.0,6145.307,13103.0,0.0,3,0,3,,,1
9,27/11/2024 10:50,750710,5,52,Independiente,4000000,2000000,121575,95.227787,811,5,2,0,37584.96,19176,,1,0,3,,,1
9,23/02/2025 16:02,1604402,5,53,Independiente,5000000,20000000,260206,5.474216,746.0,6,4,0.0,27953.541,14861.0,0.0,1,0,4,30285,Estable,0
4,4/01/2025 16:43,1301761,18,52,Empleado,2600000,1600000,71914,95.227787,822.0,3,3,0.0,16597.472,32608.0,0.0,1,0,0,3020130,Decreciente,1
4,30/01/2025 18:32,2417161,12,52,Independiente,13000000,0,167858,95.227787,833.0,10,2,0.0,144047.151,161307.0,0.0,6,0,2,2766666,Creciente,1
4,8/12/2024 18:54,2679720,6,52,Empleado,7470000,2000000,397285,95.227787,856.0,4,3,0.0,0,0.0,0.0,3,0,0,8057604,Creciente,1
4,20/03/2025 09:39,7719588,6,52,Independiente,12000000,0,1147292,95.227787,791.0,2,3,0.0,314.712,188.0,0.0,0,0,1,931394,Creciente,1
9,23/03/2025 11:44,1185660,5,51,Independiente,5000000,2000000,192350,95.227787,829.0,12,6,0.0,5184.916,210844.0,0.0,8,0,3,933473,Creciente,1
9,23/03/2025 14:23,433313,10,50,Independiente,7855333,4367250,36809,84.730786,834.0,3,3,0.0,52380.594,100926.0,0.0,1,0,1,,,1
4,21/01/2025 16:56,754322,12,48,Empleado,5300000,3000000,59112,95.227787,792.0,6,3,0.0,1311.548,868.0,0.0,0,0,4,4734000,Estable,1
4,10/12/2024 11:15,1515541,6,49,Empleado,4000000,800000,224709,95.227787,764.0,9,2,0.0,34824.965,19957.0,0.0,6,0,0,469405,Decreciente,1
4,17/02/2025 14:46,4284001,6,48,Independiente,15000005,7000000,636291,95.227787,793.0,10,7,0.0,15247.428,18606.0,0.0,7,0,0,916148,Creciente,1
9,2/04/2025 11:30,878880,9,47,Empleado,5000000,2000000,82198,91.728786,757.0,6,7,0.0,7762.176,143744.0,0.0,4,0,2,1000000,Creciente,1
9,22/09/2025 11:33,729152,5,50,Empleado,3520000,58000,119117,95.227787,904.0,3,0,0.0,0,0.0,0.0,2,0,0,2961457,Creciente,1
4,16/01/2025 11:55,2334000,8,50,Independiente,18000000,8000000,264711,95.227787,818.0,9,5,0.0,57546.44,2012.0,0.0,5,1,1,1785666,Decreciente,1
4,14/03/2025 12:46,15600000,12,49,Independiente,20000000,12000000,1227126,95.227787,813.0,6,5,0.0,-79135.65,159870.0,0.0,1,2,2,2445272,Decreciente,1
4,26/02/2026 16:58,2598720,36,32,Empleado,4767000,250000,102145,95.227787,819.0,6,0,0.0,0,0.0,0.0,1,0,0,2574820,Creciente,1
9,11/05/2025 18:08,719785,2,47,Independiente,5000000,2000000,283931,95.227787,751.0,9,23,0.0,-23527.936,91906.0,0.0,5,0,2,941789,Creciente,1
4,10/05/2025 17:08,1860001,8,52,Independiente,5000000,500000,212503,-4.258677,747.0,1,4,0.0,407.37,555.0,0.0,0,0,1,910001,Estable,0
4,7/06/2025 15:57,889805,12,48,Empleado,4500000,1800000,70541,84.730786,756.0,7,6,0.0,28083.2,27425.0,0.0,4,0,0,4457948,Decreciente,1
4,10/02/2025 18:42,2954882,12,49,Empleado,3897500,2500000,231859,95.227787,834.0,9,2,0.0,48796.502,24173.0,0.0,6,0,0,7383976,Creciente,1
4,22/09/2025 12:41,1636441,6,53,Empleado,2060000,505000,247164,95.227787,882.0,4,1,0.0,4390.47,3535.0,0.0,3,0,0,2093785,Decreciente,1
4,18/05/2025 11:05,2476413,6,49,Independiente,5000000,120000,369064,95.227787,757.0,13,5,0.0,80471.715,57935.0,0.0,6,0,1,941789,Creciente,1
9,21/02/2025 10:25,1604401,2,48,Independiente,5000000,2000000,632603,-9.484711,723.0,12,11,0.0,414124.35,445295.0,0.0,8,1,3,4584323,Decreciente,0
4,20/03/2025 15:20,2859363,24,48,Empleado,5400000,800000,125575,95.227787,787.0,6,15,0.0,1234.312,4456.0,0.0,0,0,2,7111206,Decreciente,1
4,2/12/2024 12:32,7464001,10,42,Independiente,10000000,3000000,687028,95.227787,801.0,5,3,0.0,210915,204375.0,0.0,4,0,1,908526,Creciente,1
4,13/05/2025 15:22,1560002,12,45,Empleado,5000000,600000,123319,95.227787,804.0,14,5,0.0,282611.48,164309.0,0.0,10,1,1,2038354,Creciente,1
9,31/01/2025 13:24,2466685,3,47,Empleado,3000000,2000000,654224,95.227787,791.0,21,3,0.0,279045.114,305301.0,0.0,18,0,1,,,1
9,26/04/2025 11:20,2182426,9,47,Independiente,3000000,1500000,204308,95.227787,795.0,2,3,0.0,48654.972,41268.0,0.0,0,0,1,933473,Creciente,1
4,4/02/2025 11:15,2268001,10,46,Empleado,5000000,2000000,209872,30.526709,783.0,20,13,0.0,82272.528,96564.0,0.0,16,0,2,4515294,Decreciente,0
4,15/10/2025 11:45,2858042,6,45,Independiente,17750000,5995000,433141,95.227787,866.0,13,6,0.0,118484.514,130346.0,0.0,6,0,2,1300000,Estable,1
4,26/11/2024 17:30,3057601,12,46,Empleado,3000000,1500000,238724,95.227787,798.0,10,24,0.0,32042.669,32797.0,0.0,3,0,4,2964008,Creciente,1
4,19/10/2025 10:04,1549946,6,46,Independiente,5140000,2729000,236064,83.231214,740.0,6,3,0.0,121741.795,65629.0,0.0,2,0,3,,,1
4,11/01/2026 09:46,12987499,12,48,Independiente,8758000,2924000,1080812,95.227787,803.0,9,6,0.0,-7070.008,160682.0,0.0,5,0,2,5243692,Creciente,1
9,22/02/2025 09:25,878882,8,46,Independiente,5000000,2000000,91585,11.61911,777.0,10,3,0.0,163736.235,91935.0,0.0,5,0,3,870826,Creciente,0
4,11/01/2025 18:39,3600001,12,46,Empleado,10000000,3500000,250000,95.227787,761.0,5,6,0.0,94873.532,107323.0,0.0,2,0,0,1238921,Decreciente,1
4,22/12/2024 11:10,1359481,6,52,Independiente,4000000,800000,201782,95.227787,796.0,5,6,0.0,0,0.0,0.0,0,0,0,,,1
4,31/12/2024 16:51,3075360,12,46,Empleado,1800000,600000,213567,95.227787,929,5,1,0,10834.663,834,0,0,0,2,,,1
4,14/08/2025 18:19,3276000,12,48,Empleado,2740000,751000,263681,88.229786,854.0,7,3,0.0,-4010.51,17066.0,0.0,4,0,1,1245707,Creciente,1
9,2/05/2025 12:26,719786,5,48,Independiente,5000000,2000000,116839,95.227787,774.0,6,2,0.0,221070.82,218882.0,0.0,1,1,1,31809,Creciente,1
4,25/03/2025 14:42,1379881,12,48,Empleado,1200000,600000,108544,95.227787,737.0,13,2,0.0,-11743.41,55921.0,0.0,4,1,8,895062,Creciente,1
4,11/04/2025 11:57,2985600,6,46,Independiente,25000000,5000000,443846,-5.102625,767.0,6,11,0.0,-83602.144,206936.0,0.0,3,0,0,787389,Decreciente,0
4,3/04/2025 17:35,4560002,6,46,Independiente,14000000,7000000,677900,95.227787,811.0,7,6,0.0,62263.5,40170.0,0.0,3,0,3,1050000,Creciente,1
4,28/03/2025 13:32,3018558,12,45,Independiente,6000000,2000000,237544,95.227787,840.0,2,2,0.0,716.16,373.0,0.0,1,0,0,933473,Creciente,1
4,22/12/2024 08:36,1553880,12,47,Independiente,2500000,1400000,121928,95.227787,754.0,11,3,0.0,-1652.594,28493.0,0.0,3,0,1,794960,Decreciente,1
4,17/01/2025 12:27,2604002,12,47,Empleado,6500000,3200000,203647,92.228643,778.0,8,2,0.0,221467.68,124560.0,0.0,6,0,2,939017,Creciente,1
4,7/12/2024 16:54,2481001,18,47,Empleado,2500000,700000,137059,95.227787,817.0,1,3,0.0,0,0.0,0.0,0,0,1,908526,Estable,1
4,24/09/2025 13:01,1475880,6,42,Empleado,11230000,1694000,222915,95.227787,832.0,2,4,0.0,29167.084,102701.0,0.0,2,0,0,5978283,Creciente,1
4,20/05/2025 18:26,2065080,6,45,Independiente,3000000,500000,307744,95.227787,797.0,2,3,0.0,-323.741,1549.0,0.0,1,0,0,928853,Creciente,1
4,20/01/2025 16:53,2880001,12,44,Empleado,3800000,650000,200000,95.227787,758.0,15,5,0.0,33950.12,29912.0,0.0,5,0,3,3525834,Creciente,1
4,21/01/2025 11:25,2974440,12,43,Empleado,2200000,800000,206558,95.227787,844.0,9,6,0.0,49629.492,39094.0,0.0,5,0,1,1060016,Creciente,1
9,26/06/2025 16:29,1429649,10,45,Empleado,3000000,1600000,121766,95.227787,786.0,7,3,0.0,184507.834,110749.0,0.0,1,2,1,693447,Creciente,1
9,27/02/2025 12:27,1604401,2,44,Independiente,5000000,2000000,632603,95.227787,705.0,18,1,0.0,138472.158,190733.0,0.0,13,0,1,1500000,Estable,1
4,5/06/2025 12:11,2044800,6,45,Empleado,8000000,2000000,305219,95.227787,813.0,12,9,0.0,-51888.206,135833.0,0.0,9,0,0,2094600,Creciente,1
4,24/05/2025 10:52,2487500,6,43,Independiente,4500000,3000000,373111,95.227787,757.0,10,4,0.0,48592.843,41999.0,0.0,7,0,1,31555,Creciente,1
4,13/04/2025 17:58,1134002,12,42,Empleado,2000000,400000,89900,95.227787,802.0,6,12,0.0,43318.17,23710.0,0.0,4,0,0,1993466,Creciente,1
9,15/03/2025 16:02,1269000,5,41,Independiente,5000000,2000000,205810,95.227787,789.0,1,11,0.0,9.176,37.0,0.0,0,0,1,30285,Estable,1
9,26/04/2025 14:52,1268402,5,40,Independiente,5000000,2000000,205892,95.227787,774.0,23,13,0.0,631251.36,303745.0,0.0,16,0,4,852639,Creciente,1
9,29/05/2025 15:44,878880,2,44,Independiente,5000000,2000000,346790,95.227787,789.0,9,5,0.0,5905.314,51801.0,0.0,2,0,4,1000000,Estable,1
4,22/04/2025 10:29,768000,12,43,Empleado,3500000,1000000,60884,95.227787,840.0,3,1,0.0,-30770.868,68532.0,0.0,2,1,0,2655208,Creciente,1
4,20/01/2025 13:50,3861361,12,42,Empleado,4700000,450000,268150,95.227787,821.0,5,3,0.0,14873.39,20045.0,0.0,4,0,0,908526,Estable,1
4,27/01/2025 12:27,2360162,6,43,Empleado,5000000,2000000,350548,95.227787,873.0,4,5,0.0,7857.144,4611.0,0.0,2,0,1,10344492,Creciente,1
4,1/01/2025 12:48,1113361,6,42,Empleado,4000000,1200000,154633,95.227787,821.0,11,3,0.0,123803.978,68724.0,0.0,10,0,1,3428000,0,1
4,10/12/2024 10:32,1431361,12,41,Empleado,3500000,950000,112306,95.227787,791.0,5,2,0.0,35151.164,39674.0,0.0,5,0,0,4480984,Decreciente,1
4,26/02/2025 17:01,1675083,6,43,Independiente,3000000,700000,248965,95.227787,769.0,6,8,0.0,13628.048,7184.0,0.0,3,0,2,945115,Creciente,1
9,7/07/2025 10:13,1185660,4,44,Independiente,5000000,2000000,238495,95.227787,743.0,12,8,0.0,28290.928,94936.0,0.0,8,0,1,939017,Creciente,1
4,16/01/2025 11:20,6222139,36,42,Empleado,2500000,0,201183,15.638617,742.0,8,7,0.0,-1923.87,49330.0,0.0,4,0,2,856562,Decreciente,0
4,1/01/2025 16:47,5327280,12,42,Empleado,3000000,1000000,369950,95.227787,815.0,3,6,0.0,-754.094,1661.0,0.0,1,1,0,2816100,Estable,1
4,11/12/2024 12:08,1655760,6,41,Independiente,15000000,3000000,245757,95.227787,820.0,10,2,0.0,-19779.105,55095.0,0.0,7,0,1,,,1
4,15/05/2025 16:40,1256280,6,41,Empleado,2500000,850000,187226,95.227787,771.0,6,9,0.0,-715.2,2384.0,0.0,2,0,0,32724,Creciente,1
4,9/01/2025 13:54,2333642,12,42,Empleado,2800000,1000000,162058,95.227787,819.0,10,4,0.0,82643.48,52306.0,0.0,4,0,1,3419688,Decreciente,1
4,6/04/2025 14:42,1952280,24,44,Empleado,4500000,1500000,85804,95.227787,837.0,6,3,0.0,39582.747,102281.0,0.0,4,0,1,4797813,Creciente,1
4,15/01/2025 16:20,1539120,12,44,Empleado,2800000,600000,106883,95.227787,806.0,2,2,0.0,5677.029,33199.0,0.0,1,0,0,30285,Estable,1
4,8/08/2025 17:49,1724582,8,42,Empleado,2500000,900000,195340,95.227787,735.0,10,8,0.0,119897.76,72286.0,0.0,4,0,1,,,1
4,16/06/2025 12:51,3975361,6,40,Empleado,4000000,1500000,593386,95.227787,787.0,6,5,0.0,150022.075,206927.0,0.0,3,0,0,2604167,Decreciente,1
4,16/01/2025 11:31,2756280,6,40,Independiente,7000000,3000000,382817,95.227787,831.0,8,7,0.0,57350.566,206297.0,0.0,4,0,1,1937778,Creciente,1
4,4/03/2025 15:51,1535640,8,39,Empleado,1800000,450000,174477,95.227787,767.0,3,1,0.0,-1248.915,2995.0,0.0,1,0,1,1221514,Creciente,1
4,28/04/2025 13:07,12192002,8,40,Independiente,12000000,3800000,1390041,95.227787,803.0,13,7,0.0,295524.01,180970.0,0.0,4,0,3,954263,Creciente,1
4,13/12/2024 13:51,600001,6,44,Independiente,2500000,980000,89055,84.730786,869.0,4,0,0.0,72480.698,77354.0,0.0,4,0,0,908526,Estable,1
4,13/01/2025 17:51,1994462,18,40,Empleado,2500000,500000,109995,95.227787,829.0,7,3,0.0,61419.796,32343.0,0.0,4,0,0,2900912,Creciente,1
4,16/01/2025 17:32,3327180,12,40,Empleado,3100000,500000,231054,95.227787,852.0,4,5,0.0,85506.36,61123.0,0.0,4,0,0,,,1
4,4/09/2025 17:00,1994042,6,41,Empleado,5887794,3206000,300170,95.227787,801.0,4,6,0.0,332109.144,212346.0,0.0,2,0,1,1833333,Creciente,1
4,3/12/2024 11:04,2176680,12,40,Empleado,1600000,800000,170797,95.227787,806.0,6,10,0.0,-1740.141,12519.0,0.0,4,0,0,1814161,Decreciente,1
4,14/01/2025 17:31,2871243,12,39,Empleado,1700000,500000,199392,95.227787,855.0,6,2,0.0,122321.64,0.0,0.0,2,0,0,1750000,Estable,1
4,22/05/2025 17:21,2337241,6,39,Independiente,2800000,500000,348323,95.227787,804.0,3,9,0.0,1930.203,1809.0,0.0,2,0,0,,,1
4,14/04/2025 12:17,13776000,12,39,Independiente,10000000,3000000,1084094,95.227787,827.0,8,3,0.0,18846.96,57112.0,0.0,5,0,0,716726,Creciente,1
9,29/11/2025 10:45,2716522,10,39,Empleado,8890000,3020000,239564,95.227787,806.0,10,2,0.0,72487.008,91524.0,0.0,7,0,1,1000000,Creciente,1
4,15/06/2025 11:02,1102680,24,39,Empleado,2800000,800000,49126,95.227787,748.0,6,5,0.0,24.421,24421.0,0.0,3,0,2,1514766,Decreciente,1
4,20/05/2025 12:23,3873600,6,38,Independiente,16000000,6000000,577254,95.227787,740.0,9,14,0.0,-30059.848,114296.0,0.0,4,0,1,969508,Creciente,1
4,21/01/2025 19:01,1953481,12,42,Independiente,5000000,150000,135658,95.227787,835.0,5,3,0.0,1074.195,1971.0,0.0,4,0,0,30589,Creciente,1
9,9/05/2025 10:57,1119257,3,40,Independiente,5000000,2000000,297144,95.227787,794.0,15,8,0.0,26327.778,123027.0,0.0,11,0,1,941789,Decreciente,1
4,9/01/2025 11:46,1415761,6,40,Independiente,12000000,8000000,196633,95.227787,843.0,4,4,0.0,72.171,99.0,0.0,2,0,0,908526,Estable,1
4,9/05/2025 15:06,4560001,36,43,Empleado,3500000,350000,153850,6.795375,801.0,5,5,0.0,10561.096,8099.0,0.0,2,0,1,1454715,Creciente,0
4,6/05/2025 11:16,3157561,6,40,Independiente,8000000,3200000,470577,95.227787,805.0,4,3,0.0,19144.771,17357.0,0.0,1,0,1,1001289,Creciente,1
4,24/11/2025 08:37,2910600,6,38,Empleado,4790000,2221000,446258,95.227787,771.0,7,12,0.0,8814.296,129622.0,0.0,5,0,1,,,1
4,26/07/2025 14:45,1037521,6,38,Empleado,1000000,831000,155383,90.562453,803.0,5,1,0.0,20429.64,28140.0,0.0,4,0,0,891666,Creciente,1
4,9/01/2025 08:10,1360680,12,39,Empleado,5000000,800000,94492,95.227787,827.0,4,5,0.0,0,0.0,0.0,2,0,1,9108333,Decreciente,1
4,9/04/2025 13:18,2400001,12,38,Empleado,2500000,500000,188867,95.227787,792.0,3,7,0.0,4877.49,8557.0,0.0,3,0,0,918931,Creciente,1
4,24/02/2025 12:21,3781080,6,38,Independiente,8000000,1500000,561210,95.227787,787.0,15,10,0.0,-53718.668,71245.0,0.0,5,0,3,1000000,Estable,1
4,3/03/2025 11:05,3468001,6,65,Independiente,15000000,6000000,515444,95.227787,847.0,5,17,0.0,158058.264,128945.0,0.0,3,0,1,1799719,Creciente,1
4,10/02/2025 17:28,3439176,12,60,Independiente,6000000,2000000,270197,95.227787,880.0,5,4,0.0,56985.5,35068.0,0.0,3,1,0,923771,Creciente,1
6,26/12/2024 16:02,2309860,36,53,Empleado,2000000,0,74930,95.227787,626.0,3,1,484.0,7390.62,8644.0,0.0,1,0,1,1367131,Decreciente,1
4,27/12/2024 10:02,2944330,12,46,Independiente,3000000,1000000,230262,95.227787,783.0,1,3,0.0,193.83,7455.0,0.0,1,0,0,908526,Estable,1
9,13/02/2025 11:20,1498993,3,47,Independiente,4000000,2000000,398747,46.387527,705.0,5,19,0.0,81274.088,5895.0,0.0,2,0,1,916148,Creciente,0
4,28/02/2025 12:28,1363202,12,56,Empleado,6000000,6000000,107232,95.227787,834.0,12,6,0.0,145149.596,73382.0,0.0,7,0,2,2819703,Decreciente,1
9,8/06/2025 18:02,821209,4,56,Independiente,5000000,2000000,165146,95.227787,719.0,9,4,0.0,6593.326,10286.0,0.0,2,0,4,1000000,Estable,1
4,24/12/2024 10:25,4320002,6,52,Independiente,15000000,10000000,640026,95.227787,874.0,6,6,0.0,20398.171,12149.0,0.0,3,0,0,908526,Estable,1
4,17/03/2025 13:58,7056000,12,51,Empleado,4500000,2000000,555039,95.227787,800.0,1,1,0.0,31462.236,89636.0,0.0,1,0,0,,,1
4,18/06/2025 11:59,2343362,24,41,Empleado,2500000,0,104401,95.227787,801.0,3,3,0.0,107474.814,67722.0,0.0,1,0,1,1040000,Creciente,1
4,22/01/2025 14:49,1200001,12,36,Empleado,2500000,500000,83333,95.227787,842.0,2,3,0.0,421.08,726.0,0.0,1,0,0,1000000,Estable,1
9,6/06/2025 18:33,1269000,5,40,Independiente,5000000,2000000,206109,95.227787,837.0,13,2,0.0,18537.424,41012.0,0.0,9,0,2,945115,Creciente,1
4,18/01/2025 13:03,1872000,12,44,Independiente,6000000,4000000,146400,95.227787,735.0,4,3,0.0,-1396.864,3118.0,0.0,2,0,2,916148,Creciente,1
4,7/01/2025 16:52,7104000,8,43,Independiente,12000000,4500000,803964,84.730786,815.0,4,4,0.0,-1382.226,4306.0,0.0,1,0,1,908526,Estable,1
9,18/05/2025 10:04,878880,4,49,Empleado,5000000,2000000,176743,95.227787,845.0,2,2,0.0,-1569.176,8006.0,0.0,2,0,0,941789,Creciente,1
4,26/02/2025 16:46,1293000,12,52,Empleado,2000000,800000,101710,95.227787,820.0,5,7,0.0,-1180.02,15846.0,0.0,3,1,0,2193302,Decreciente,1
4,3/03/2025 13:13,2249640,12,51,Empleado,2100000,200000,176961,95.227787,872.0,5,3,0.0,2239.068,5556.0,0.0,2,0,1,925157,Creciente,1
4,3/02/2026 12:15,3000000,6,58,Independiente,4106000,660000,462251,95.227787,857.0,3,3,0.0,-6217.02,15660.0,0.0,2,0,0,,,1
4,14/01/2025 16:58,1085881,12,54,Empleado,2000000,500000,75408,95.227787,881.0,2,5,0.0,8209.344,8112.0,0.0,2,0,0,956275,Creciente,1
4,8/03/2025 11:54,3400001,6,53,Independiente,7000000,2000000,505337,89.979287,823.0,3,4,0.0,6451.585,4165.0,0.0,1,1,0,931394,Creciente,1
4,19/08/2025 11:03,1690921,6,49,Independiente,3810000,1491000,254515,95.227787,822.0,4,6,0.0,6941.016,7764.0,0.0,2,0,0,,,1
4,7/01/2025 11:30,1731481,6,51,Empleado,1840000,350000,240483,95.227787,845.0,0,2,0.0,0,,,0,0,0,1662459,Creciente,1
4,29/11/2024 10:52,1325001,12,47,Independiente,4000000,2000000,103622,95.227787,769.0,10,11,0.0,201887.56,107387.0,0.0,6,0,1,3729079,Decreciente,1
9,6/07/2025 15:40,1260240,2,43,Independiente,5000000,2000000,497341,95.227787,768.0,11,6,0.0,62652.1,151700.0,0.0,7,0,2,5880235,Creciente,1
4,1/02/2025 12:46,1152000,10,42,Empleado,2500000,800000,106602,95.227787,751.0,5,1,0.0,1147.289,10153.0,0.0,1,0,2,924166,Creciente,1
9,5/04/2025 11:30,1498993,3,40,Independiente,4000000,2000000,397801,95.227787,802.0,9,4,0.0,166432.4,143600.0,0.0,7,0,0,1233333,Decreciente,1
4,13/02/2025 12:02,1823641,6,43,Independiente,3000000,200000,270860,95.227787,846.0,2,1,0.0,2512.152,3404.0,0.0,1,0,0,1000000,Estable,1
4,5/07/2025 14:30,3450000,6,44,Independiente,4000000,2000000,516685,95.227787,793.0,9,9,0.0,-22089.155,122921.0,0.0,5,0,3,1080000,Creciente,1
4,1/02/2025 16:19,561860,6,42,Independiente,3700000,0,83584,95.227787,830.0,4,3,0.0,10057.008,5538.0,0.0,3,0,0,916148,Creciente,1
9,13/04/2025 09:54,878881,7,41,Independiente,5000000,2000000,103752,95.227787,777.0,7,6,0.0,5846.487,5133.0,0.0,3,0,2,1540364,Creciente,1
